id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
NonTargetingControlGuideForHuman_0056	2	0.67953	0.67957	0.997916	16988	0	0.099003	0.44054	0.4539	0.998232	13415	1	0.099003
hsa-mir-23c	4	0.18797	0.33261	0.997916	7907	2	-0.057709	0.44055	0.58801	0.998232	13416	1	-0.057709
AGTRAP	6	0.59637	0.73981	0.997916	15680	1	-0.05304	0.44069	0.63966	0.998232	13417	1	-0.05304
AP1B1	6	0.91385	0.91607	0.99876	19855	1	0.034861	0.44081	0.63975	0.998232	13418	2	0.034861
LELP1	6	0.064014	0.17507	0.997916	3657	3	-0.21969	0.44082	0.63975	0.998232	13419	1	-0.21969
CCL1	6	0.69724	0.8148	0.997916	17294	1	0.039895	0.44101	0.63988	0.998232	13420	2	0.039895
WIPF3	6	0.97841	0.97854	0.999851	21225	0	0.094157	0.44107	0.63992	0.998232	13421	2	0.094157
ABCC9	6	0.30387	0.51286	0.997916	10679	2	0.17518	0.44123	0.64002	0.998232	13422	2	0.17518
RABL2A	6	0.17522	0.36151	0.997916	7570	3	-0.1242	0.44134	0.64008	0.998232	13423	1	-0.1242
CMTM2	6	0.37417	0.59139	0.997916	12322	3	-0.098655	0.44137	0.64009	0.998232	13424	1	-0.098655
ARRDC5	6	0.13841	0.316	0.997916	6602	3	-0.14561	0.44145	0.64014	0.998232	13425	2	-0.14561
KCNH1	6	0.1404	0.3185	0.997916	6665	2	-0.039642	0.44169	0.64029	0.998232	13426	2	-0.039642
PSG5	6	0.47744	0.65888	0.997916	13930	2	-0.04539	0.44172	0.64031	0.998232	13427	2	-0.04539
PSMD5	6	0.67791	0.79989	0.997916	16966	2	0.014274	0.44192	0.64044	0.998232	13428	2	0.014274
KCND3	6	0.7251	0.82664	0.997916	17589	1	0.033697	0.44193	0.64044	0.998232	13429	2	0.033697
RSBN1	6	0.1091	0.26499	0.997916	5554	3	-0.080351	0.44213	0.64057	0.998232	13430	2	-0.080351
NonTargetingControlGuideForHuman_0806	2	0.75518	0.75497	0.997916	17851	0	0.12999	0.44219	0.4553	0.998232	13431	1	0.12999
MCM5	6	0.013284	0.050198	0.990781	1024	5	-0.47659	0.44224	0.64064	0.998232	13432	1	-0.47659
CRIPAK	6	0.33385	0.54681	0.997916	11413	2	0.058081	0.44235	0.6407	0.998232	13433	2	0.058081
hsa-mir-4502	4	0.046601	0.11562	0.995548	2872	2	-0.2086	0.44247	0.58991	0.998232	13434	2	-0.2086
C1orf194	6	0.054724	0.15536	0.997916	3260	3	-0.18734	0.44253	0.64081	0.998232	13435	2	-0.18734
SLC25A10	6	0.16287	0.34645	0.997916	7248	2	-0.05663	0.44253	0.64081	0.998232	13436	2	-0.05663
ADRM1	6	0.13314	0.3094	0.997916	6445	3	-0.34362	0.44265	0.64089	0.998232	13437	2	-0.34362
IGSF23	6	0.06156	0.16992	0.997916	3548	3	-0.2959	0.44273	0.64094	0.998232	13438	2	-0.2959
ALDH7A1	6	0.047143	0.13899	0.995548	2897	3	-0.20279	0.44284	0.64101	0.998232	13439	1	-0.20279
CLCF1	6	0.0079628	0.032043	0.990781	626	2	-0.059314	0.44287	0.64103	0.998232	13440	2	-0.059314
SLC30A1	6	0.93102	0.93128	0.99876	20202	1	0.031403	0.44295	0.64108	0.998232	13441	2	0.031403
NonTargetingControlGuideForHuman_0653	2	0.56362	0.56433	0.997916	15198	1	0.062753	0.443	0.456	0.998232	13442	1	0.062753
CTXN3	6	0.43434	0.63127	0.997916	13263	2	0.033713	0.44301	0.64112	0.998232	13443	2	0.033713
WBP4	6	0.93757	0.93782	0.99876	20352	0	-0.014665	0.44308	0.64116	0.998232	13444	1	-0.014665
SIGIRR	6	0.34697	0.56141	0.997916	11719	2	-0.16418	0.44317	0.64122	0.998232	13445	2	-0.16418
AK7	6	0.14474	0.32396	0.997916	6784	2	0.00096845	0.44318	0.64122	0.998232	13446	2	0.00096845
CACNG3	6	0.02463	0.086743	0.995548	1792	4	-0.30466	0.44323	0.64125	0.998232	13447	2	-0.30466
KRTAP29-1	6	0.64645	0.77617	0.997916	16437	2	-0.12142	0.44328	0.64127	0.998232	13448	2	-0.12142
RBFA	6	0.33742	0.55083	0.997916	11493	2	-0.031863	0.44335	0.64131	0.998232	13449	2	-0.031863
NECAB3	6	0.32666	0.53874	0.997916	11216	3	-0.095522	0.44341	0.64136	0.998232	13450	1	-0.095522
USP53	6	0.12994	0.30413	0.997916	6346	2	0.058927	0.44351	0.64142	0.998232	13451	2	0.058927
KRTAP21-3	4	0.007436	0.025413	0.990781	590	1	0.065544	0.44353	0.59094	0.998232	13452	1	0.065544
KIAA0195	6	0.17232	0.35798	0.997916	7491	3	-0.23489	0.44359	0.64146	0.998232	13453	2	-0.23489
VPS13A	6	0.22172	0.41719	0.997916	8740	3	-0.20463	0.44365	0.64151	0.998232	13454	2	-0.20463
TREM1	6	0.1617	0.34498	0.997916	7209	2	-0.032559	0.44367	0.64151	0.998232	13455	2	-0.032559
MFSD4	6	0.3037	0.51265	0.997916	10675	3	-0.076383	0.44385	0.64163	0.998232	13456	1	-0.076383
C20orf195	6	0.0019167	0.0095909	0.990781	182	3	-0.16335	0.44397	0.6417	0.998232	13457	1	-0.16335
FGL1	6	0.91901	0.92038	0.99876	19946	1	-0.0051255	0.44403	0.64174	0.998232	13458	2	-0.0051255
NEU4	6	0.045566	0.13552	0.995548	2814	4	-0.30545	0.44424	0.64186	0.998232	13459	2	-0.30545
FSTL1	6	0.2641	0.46715	0.997916	9752	2	0.061633	0.44425	0.64186	0.998232	13460	1	0.061633
PPTC7	6	0.2112	0.40485	0.997916	8499	3	-0.20974	0.44428	0.64188	0.998232	13461	1	-0.20974
NonTargetingControlGuideForHuman_0124	2	0.80216	0.80186	0.997916	18329	0	0.14325	0.44431	0.45711	0.998232	13462	1	0.14325
ZNF324	6	0.24629	0.4461	0.997916	9352	3	-0.17551	0.44434	0.64191	0.998232	13463	1	-0.17551
OSBPL3	6	0.92084	0.92195	0.99876	19984	1	-0.0090981	0.44449	0.642	0.998232	13464	2	-0.0090981
DAND5	6	0.27326	0.47775	0.997916	9977	2	-0.0051768	0.44449	0.642	0.998232	13465	2	-0.0051768
NonTargetingControlGuideForHuman_0177	2	0.81925	0.81901	0.997916	18514	0	0.32079	0.4445	0.45727	0.998232	13466	1	0.32079
ASB8	6	0.17952	0.36673	0.997916	7699	3	-0.20886	0.44461	0.64209	0.998232	13467	1	-0.20886
NTNG1	6	0.90695	0.91064	0.99876	19731	1	-0.017585	0.44464	0.64211	0.998232	13468	2	-0.017585
GPR4	6	0.11996	0.28557	0.997916	5962	2	-0.14487	0.44464	0.64211	0.998232	13469	1	-0.14487
ELAVL4	6	0.61966	0.75658	0.997916	16028	2	-0.013366	0.44473	0.64216	0.998232	13470	2	-0.013366
ANAPC7	6	0.47557	0.65765	0.997916	13895	2	0.093528	0.4448	0.6422	0.998232	13471	2	0.093528
DUSP22	6	0.069283	0.18593	0.997916	3891	3	-0.12193	0.44483	0.64222	0.998232	13472	1	-0.12193
NonTargetingControlGuideForHuman_0553	2	0.39801	0.4171	0.997916	12733	1	0.041927	0.44492	0.45761	0.998232	13473	1	0.041927
DDR1	6	0.1809	0.36842	0.997916	7734	2	-0.035664	0.44513	0.64242	0.998232	13474	1	-0.035664
HORMAD1	4	0.56242	0.6529	0.997916	15179	1	0.12642	0.44516	0.59264	0.998232	13475	2	0.12642
DBNDD2	6	0.020576	0.073921	0.991969	1554	3	-0.31479	0.44522	0.64248	0.998232	13476	2	-0.31479
RPL12	6	0.21447	0.40874	0.997916	8588	3	-0.26251	0.44525	0.64249	0.998232	13477	2	-0.26251
SFSWAP	6	0.20944	0.40277	0.997916	8454	3	-0.11963	0.44532	0.64254	0.998232	13478	2	-0.11963
RHOG	6	0.045342	0.13503	0.995548	2804	2	0.038706	0.44545	0.64262	0.998232	13479	2	0.038706
SENP6	6	0.6717	0.79519	0.997916	16868	1	0.018804	0.44553	0.64265	0.998232	13480	2	0.018804
TRIM13	6	0.20434	0.39675	0.997916	8326	1	0.21027	0.44554	0.64266	0.998232	13481	2	0.21027
MTRNR2L3	4	0.90446	0.90427	0.99876	19676	0	0.11945	0.44554	0.59301	0.998232	13482	2	0.11945
hsa-mir-1184-1	4	0.26796	0.41343	0.997916	9850	2	-0.1198	0.44562	0.59309	0.998232	13483	2	-0.1198
C15orf40	6	0.64103	0.77214	0.997916	16343	1	0.134	0.44569	0.64277	0.998232	13484	2	0.134
NonTargetingControlGuideForHuman_0345	2	0.3425	0.37255	0.997916	11618	1	-0.25738	0.44581	0.45838	0.998232	13485	1	-0.25738
PXDC1	6	0.010195	0.03983	0.990781	789	1	0.071274	0.44588	0.64287	0.998232	13486	2	0.071274
LMX1A	6	0.25367	0.45485	0.997916	9513	3	-0.16973	0.44592	0.64291	0.998232	13487	2	-0.16973
REG3A	6	0.56538	0.71791	0.997916	15227	1	0.049455	0.44598	0.64294	0.998232	13488	2	0.049455
MFF	6	0.32631	0.53835	0.997916	11209	2	-0.049295	0.44604	0.64297	0.998232	13489	2	-0.049295
IRGM	6	0.2362	0.43434	0.997916	9090	3	-0.088661	0.44623	0.64309	0.998232	13490	1	-0.088661
DEC1	6	0.34834	0.56295	0.997916	11758	2	-0.12166	0.44626	0.6431	0.998232	13491	1	-0.12166
OR51T1	6	0.92707	0.92756	0.99876	20112	1	0.014313	0.44627	0.64311	0.998232	13492	2	0.014313
PDPN	6	0.050187	0.1455	0.995548	3061	4	-0.38762	0.44632	0.64314	0.998232	13493	1	-0.38762
hsa-mir-492	4	0.41812	0.565	0.997916	13025	2	-0.039802	0.44655	0.59403	0.998232	13494	2	-0.039802
TOR4A	6	0.0044013	0.019198	0.990781	376	4	-0.46228	0.44659	0.64332	0.998232	13495	2	-0.46228
PRDM8	6	0.6902	0.80937	0.997916	17178	2	0.098609	0.44665	0.64335	0.998232	13496	2	0.098609
NonTargetingControlGuideForHuman_0343	2	0.20525	0.2698	0.997916	8358	1	-0.078663	0.4467	0.45916	0.998232	13497	1	-0.078663
hsa-mir-3690-1	4	0.12547	0.2598	0.997916	6156	1	0.055021	0.44678	0.59425	0.998232	13498	2	0.055021
UBE2K	6	0.10005	0.24759	0.997916	5162	4	-0.13221	0.44684	0.64346	0.998232	13499	2	-0.13221
LOC284385	4	0.23724	0.38249	0.997916	9127	2	-0.21526	0.44688	0.59434	0.998232	13500	2	-0.21526
FMNL1	6	0.31853	0.52952	0.997916	11009	3	-0.1162	0.44693	0.64352	0.998232	13501	2	-0.1162
BZRAP1	6	0.14452	0.32368	0.997916	6781	1	-0.017244	0.44702	0.64357	0.998232	13502	1	-0.017244
ALG6	6	0.9207	0.92184	0.99876	19979	1	-0.10159	0.44708	0.6436	0.998232	13503	2	-0.10159
KLF13	6	0.30011	0.50857	0.997916	10592	3	-0.20194	0.44732	0.64375	0.998232	13504	2	-0.20194
NUMBL	6	0.15491	0.33657	0.997916	7049	3	-0.15526	0.44737	0.64378	0.998232	13505	2	-0.15526
CCDC91	6	0.049159	0.14331	0.995548	2995	2	-0.015405	0.44743	0.64382	0.998232	13506	2	-0.015405
PPM1N	6	0.43804	0.63359	0.997916	13333	2	-0.13003	0.44747	0.64384	0.998232	13507	2	-0.13003
PAM16	6	0.11064	0.26795	0.997916	5616	3	-0.25435	0.4475	0.64387	0.998232	13508	1	-0.25435
SLC45A2	6	0.37802	0.59567	0.997916	12429	3	-0.13698	0.4476	0.64392	0.998232	13509	1	-0.13698
hsa-mir-486	4	0.72344	0.74423	0.997916	17573	1	-0.009276	0.44771	0.59521	0.998232	13510	1	-0.009276
TSSC4	6	0.9272	0.92769	0.99876	20117	1	0.039527	0.44781	0.64407	0.998232	13511	2	0.039527
RASA4B	3	0.69479	0.69714	0.997916	17257	1	-0.11818	0.44793	0.52228	0.998232	13512	1	-0.11818
UBA1	6	0.097617	0.24281	0.997916	5071	3	-0.27035	0.44802	0.64421	0.998232	13513	2	-0.27035
hsa-mir-95	4	0.78235	0.78767	0.997916	18124	1	-0.010804	0.44809	0.59557	0.998232	13514	1	-0.010804
NonTargetingControlGuideForHuman_0266	2	0.591	0.59116	0.997916	15588	1	0.015717	0.44812	0.46036	0.998232	13515	1	0.015717
hsa-mir-6779	4	0.79147	0.79513	0.997916	18217	1	-0.076681	0.44814	0.59563	0.998232	13516	2	-0.076681
RPL17-C18orf32	1	0.5517	0.55149	0.997916	15005	0	0.10911	0.4483	0.44836	0.998232	13517	0	0.10911
GAPDH	6	0.31561	0.52624	0.997916	10942	3	-0.19877	0.44832	0.64438	0.998232	13518	2	-0.19877
ZNF812	6	0.80637	0.85541	0.99876	18369	1	0.1261	0.44833	0.64439	0.998232	13519	2	0.1261
MPRIP	6	0.129	0.30239	0.997916	6302	2	-0.0074719	0.44836	0.6444	0.998232	13520	1	-0.0074719
TMEM114	6	0.00092738	0.0047887	0.990781	83	4	-0.68747	0.44836	0.6444	0.998232	13521	2	-0.68747
CTAG1A	6	0.49041	0.6673	0.997916	14119	2	0.079706	0.44844	0.64445	0.998232	13522	2	0.079706
RPL27	6	0.3566	0.572	0.997916	11944	3	-0.091083	0.44848	0.64448	0.998232	13523	1	-0.091083
hsa-mir-548an	4	0.82522	0.82531	0.997916	18589	1	0.037769	0.44851	0.59599	0.998232	13524	2	0.037769
OR5B2	6	0.016693	0.061319	0.990781	1261	3	-0.15032	0.44854	0.64451	0.998232	13525	1	-0.15032
INSL3	6	0.013994	0.052533	0.990781	1073	5	-0.34002	0.44872	0.64464	0.998232	13526	1	-0.34002
ZNF648	6	0.065824	0.17879	0.997916	3746	2	0.044378	0.44876	0.64466	0.998232	13527	2	0.044378
TOX4	6	0.92041	0.92159	0.99876	19975	1	0.10877	0.44878	0.64468	0.998232	13528	2	0.10877
CARS	6	0.40829	0.61495	0.997916	12873	2	-0.085269	0.44881	0.6447	0.998232	13529	1	-0.085269
CT45A1	6	0.27317	0.47764	0.997916	9975	2	-0.056286	0.44882	0.6447	0.998232	13530	2	-0.056286
GMEB1	6	0.34577	0.56007	0.997916	11694	2	-0.15264	0.44884	0.64471	0.998232	13531	2	-0.15264
hsa-mir-7154	4	0.81777	0.81832	0.997916	18498	1	0.092212	0.44886	0.59634	0.998232	13532	2	0.092212
hsa-mir-577	4	0.79878	0.80138	0.997916	18290	1	0.013691	0.44888	0.59636	0.998232	13533	1	0.013691
FAM134C	6	0.21606	0.41058	0.997916	8621	2	0.034989	0.4489	0.64476	0.998232	13534	2	0.034989
COL8A1	6	0.67712	0.79929	0.997916	16958	2	-0.073164	0.44898	0.64481	0.998232	13535	2	-0.073164
NonTargetingControlGuideForHuman_0849	1	0.55101	0.55082	0.997916	14996	0	0.22241	0.44899	0.44907	0.998232	13536	0	0.22241
CES1	6	0.073711	0.19501	0.997916	4090	4	-0.3628	0.44899	0.64482	0.998232	13537	1	-0.3628
PTBP2	6	0.36328	0.57943	0.997916	12075	2	0.018174	0.44908	0.64489	0.998232	13538	2	0.018174
FGF11	6	0.35587	0.57121	0.997916	11929	2	0.046425	0.44916	0.64493	0.998232	13539	2	0.046425
ZNF766	6	0.1816	0.36929	0.997916	7752	3	-0.14139	0.4492	0.64495	0.998232	13540	2	-0.14139
ZNF425	6	0.12985	0.30397	0.997916	6342	2	-0.17421	0.4492	0.64495	0.998232	13541	1	-0.17421
BSCL2	6	0.57412	0.72403	0.997916	15353	2	0.016067	0.44922	0.64497	0.998232	13542	2	0.016067
NonTargetingControlGuideForHuman_0560	2	0.3314	0.36383	0.997916	11352	1	-0.026622	0.44925	0.46135	0.998232	13543	1	-0.026622
BABAM1	6	0.74859	0.83412	0.998497	17789	1	0.018516	0.44933	0.64504	0.998232	13544	2	0.018516
ZBTB49	6	0.23827	0.43671	0.997916	9157	3	-0.081379	0.44939	0.64508	0.998232	13545	2	-0.081379
OLIG3	6	0.27016	0.47422	0.997916	9905	3	-0.074428	0.44948	0.64514	0.998232	13546	2	-0.074428
C7orf55	6	0.0062365	0.025903	0.990781	500	4	-0.65716	0.44954	0.64518	0.998232	13547	1	-0.65716
PRRX1	6	0.067012	0.18123	0.997916	3791	3	-0.091023	0.44972	0.64528	0.998232	13548	1	-0.091023
IQCK	6	0.67279	0.79601	0.997916	16880	2	0.048632	0.44976	0.6453	0.998232	13549	2	0.048632
GSTO1	6	0.39294	0.60552	0.997916	12658	2	-0.04089	0.4498	0.64533	0.998232	13550	2	-0.04089
RBCK1	6	0.031955	0.10499	0.995548	2192	4	-0.33905	0.44981	0.64534	0.998232	13551	1	-0.33905
CCDC177	6	0.018668	0.067734	0.990781	1409	5	-0.33115	0.44987	0.64538	0.998232	13552	1	-0.33115
SPSB1	6	0.20154	0.39338	0.997916	8252	3	-0.068937	0.44989	0.64539	0.998232	13553	2	-0.068937
FGGY	6	0.44388	0.63737	0.997916	13424	2	0.12899	0.44993	0.64542	0.998232	13554	2	0.12899
GMNC	6	0.66749	0.79194	0.997916	16796	1	-0.1326	0.44994	0.64543	0.998232	13555	2	-0.1326
BRI3BP	6	0.668	0.79233	0.997916	16806	1	-0.042518	0.45005	0.64549	0.998232	13556	2	-0.042518
MLNR	6	0.0059236	0.024756	0.990781	484	5	-0.68318	0.45008	0.64551	0.998232	13557	1	-0.68318
FAM227A	6	0.65884	0.78533	0.997916	16648	2	0.072307	0.45023	0.6456	0.998232	13558	2	0.072307
MIR205HG	6	0.56244	0.71586	0.997916	15180	1	0.083262	0.45029	0.64563	0.998232	13559	2	0.083262
KCNJ2	6	0.25358	0.45475	0.997916	9510	3	-0.029318	0.45035	0.64567	0.998232	13560	2	-0.029318
DDTL	4	0.63791	0.69202	0.997916	16300	1	-0.014266	0.45041	0.59788	0.998232	13561	1	-0.014266
GPX2	6	0.1101	0.26692	0.997916	5597	2	-0.035056	0.45042	0.64571	0.998232	13562	1	-0.035056
ATP8B3	6	0.041441	0.12645	0.995548	2619	1	0.0099537	0.45051	0.64575	0.998232	13563	2	0.0099537
PCDHB6	6	0.12213	0.28957	0.997916	6037	3	-0.17144	0.45057	0.64579	0.998232	13564	1	-0.17144
PIGH	6	0.037206	0.11693	0.995548	2439	3	-0.063747	0.45063	0.64583	0.998232	13565	2	-0.063747
hsa-mir-421	4	0.84405	0.84381	0.99876	18820	0	0.067927	0.45067	0.59815	0.998232	13566	1	0.067927
NonTargetingControlGuideForHuman_0280	2	0.08552	0.14703	0.995548	4567	1	-0.39014	0.45076	0.46269	0.998232	13567	1	-0.39014
SERF1A	6	0.029153	0.098545	0.995548	2046	2	0.0132	0.45078	0.64592	0.998232	13568	2	0.0132
hsa-mir-4659a	3	0.64327	0.65362	0.997916	16380	1	0.0090795	0.45094	0.52403	0.998232	13569	1	0.0090795
KLHL42	6	0.18801	0.37704	0.997916	7911	2	0.071724	0.45108	0.64611	0.998232	13570	2	0.071724
SEPT2	6	0.76974	0.84146	0.99876	17986	1	0.021629	0.45113	0.64614	0.998232	13571	2	0.021629
BPGM	6	0.20536	0.39792	0.997916	8361	2	0.10158	0.45117	0.64617	0.998232	13572	1	0.10158
FHOD3	6	0.30124	0.50984	0.997916	10615	3	-0.15045	0.45131	0.64626	0.998232	13573	2	-0.15045
WDR96	6	0.10112	0.24965	0.997916	5203	4	-0.33275	0.45132	0.64627	0.998232	13574	2	-0.33275
RPH3AL	6	0.052602	0.15083	0.996514	3177	4	-0.19622	0.45133	0.64627	0.998232	13575	2	-0.19622
hsa-mir-593	4	0.17762	0.32212	0.997916	7644	2	-0.3817	0.45136	0.59883	0.998232	13576	1	-0.3817
TMEM88	5	0.13875	0.28765	0.997916	6612	3	-0.11764	0.45136	0.6112	0.998232	13577	1	-0.11764
CDRT15L2	6	0.21937	0.41442	0.997916	8694	3	-0.097263	0.45138	0.6463	0.998232	13578	1	-0.097263
PNMA3	6	0.2012	0.39297	0.997916	8239	2	-0.11022	0.45141	0.64632	0.998232	13579	1	-0.11022
ERVMER34-1	6	0.092926	0.23361	0.997916	4872	3	-0.1856	0.45153	0.6464	0.998232	13580	1	-0.1856
C22orf46	6	0.27934	0.48474	0.997916	10114	3	-0.096304	0.45155	0.6464	0.998232	13581	2	-0.096304
NonTargetingControlGuideForHuman_0590	2	0.47621	0.48382	0.997916	13908	1	-0.109	0.45168	0.46346	0.998232	13582	1	-0.109
CTSL2	6	0.34102	0.5548	0.997916	11585	2	-0.14812	0.45172	0.6465	0.998232	13583	2	-0.14812
BDKRB1	6	0.11961	0.2849	0.997916	5948	2	-0.1012	0.45187	0.64659	0.998232	13584	1	-0.1012
NLRC5	6	0.9217	0.9227	0.99876	19999	1	0.0095225	0.45197	0.64665	0.998232	13585	1	0.0095225
FAM110A	6	0.042162	0.12802	0.995548	2652	2	0.038222	0.45197	0.64665	0.998232	13586	2	0.038222
hsa-mir-6835	2	0.27573	0.32152	0.997916	10023	1	-1.5675	0.45203	0.46375	0.998232	13587	1	-1.5675
ZNF227	6	0.061984	0.17083	0.997916	3571	4	-0.47325	0.45205	0.6467	0.998232	13588	1	-0.47325
OR5D14	6	0.049684	0.14442	0.995548	3029	1	0.0018773	0.45211	0.64674	0.998232	13589	1	0.0018773
hsa-mir-1302-10	4	0.051559	0.12534	0.995548	3120	2	-0.23014	0.45214	0.59967	0.998232	13590	1	-0.23014
FAM192A	6	0.3916	0.60469	0.997916	12639	2	0.069786	0.45236	0.64689	0.998232	13591	2	0.069786
ZNF263	6	0.13454	0.31113	0.997916	6483	3	-0.24511	0.45244	0.64694	0.998232	13592	2	-0.24511
PHEX	6	0.0078472	0.031653	0.990781	616	5	-0.37895	0.45247	0.64696	0.998232	13593	1	-0.37895
SLC8A2	6	0.067145	0.1815	0.997916	3796	3	-0.088076	0.45256	0.64703	0.998232	13594	1	-0.088076
PRPF4B	6	0.20373	0.39601	0.997916	8308	2	0.10435	0.45265	0.64709	0.998232	13595	2	0.10435
PDIA4	6	0.14071	0.3189	0.997916	6671	3	-0.14191	0.45268	0.6471	0.998232	13596	2	-0.14191
GRIK1	6	0.63596	0.76838	0.997916	16263	2	-0.058346	0.45277	0.64717	0.998232	13597	2	-0.058346
hsa-mir-6834	4	0.85221	0.85189	0.99876	18915	0	0.040798	0.45286	0.6004	0.998232	13598	1	0.040798
OVOL2	6	0.17995	0.36726	0.997916	7708	3	-0.19763	0.45292	0.64726	0.998232	13599	2	-0.19763
hsa-mir-9-2	4	0.091619	0.20038	0.997916	4820	2	-0.13752	0.45295	0.60048	0.998232	13600	1	-0.13752
SLC25A22	6	0.59317	0.73751	0.997916	15629	1	0.11271	0.45295	0.64728	0.998232	13601	2	0.11271
hsa-mir-941-2	2	0.4437	0.45545	0.997916	13420	1	0.010095	0.45296	0.46454	0.998232	13602	1	0.010095
NonTargetingControlGuideForHuman_0664	2	0.41378	0.43009	0.997916	12953	1	-0.027812	0.45302	0.4646	0.998232	13603	1	-0.027812
ZNF768	6	0.46201	0.64887	0.997916	13687	2	0.014298	0.45305	0.64735	0.998232	13604	2	0.014298
NonTargetingControlGuideForHuman_0591	2	0.72217	0.7221	0.997916	17562	0	0.097571	0.45307	0.46463	0.998232	13605	1	0.097571
TLX1NB	6	0.80366	0.85428	0.99876	18346	1	0.031074	0.45329	0.64748	0.998232	13606	2	0.031074
MLL5	6	0.72371	0.82623	0.997916	17574	1	-0.023975	0.45331	0.64749	0.998232	13607	2	-0.023975
NAPG	4	0.57396	0.65844	0.997916	15351	1	-0.019528	0.45335	0.60087	0.998232	13608	1	-0.019528
C3orf36	6	0.86537	0.88362	0.99876	19072	1	-0.00749	0.45357	0.64765	0.998232	13609	2	-0.00749
OCA2	6	0.93822	0.93847	0.99876	20366	0	0.09858	0.45361	0.64769	0.998232	13610	2	0.09858
ABP1	6	0.9218	0.92278	0.99876	20002	1	-0.010875	0.45368	0.64773	0.998232	13611	2	-0.010875
hsa-mir-6742	4	0.10011	0.21544	0.997916	5164	2	-0.094644	0.45375	0.60125	0.998232	13612	1	-0.094644
CABP7	6	0.27361	0.47816	0.997916	9988	2	0.010072	0.45377	0.64778	0.998232	13613	2	0.010072
PLEKHA7	6	0.25263	0.45358	0.997916	9491	3	-0.16415	0.45389	0.64785	0.998232	13614	2	-0.16415
INPP5B	6	0.12286	0.29091	0.997916	6065	3	-0.24836	0.45391	0.64786	0.998232	13615	2	-0.24836
CLDN24	6	0.10129	0.24996	0.997916	5211	2	-0.053307	0.45402	0.64794	0.998232	13616	2	-0.053307
SPRR1B	6	0.49602	0.671	0.997916	14184	2	-0.12603	0.45407	0.64796	0.998232	13617	2	-0.12603
GOLGA6C	4	0.2704	0.4159	0.997916	9909	2	-0.076924	0.45414	0.60165	0.998232	13618	2	-0.076924
WDR83	6	0.43247	0.63006	0.997916	13241	2	0.022299	0.45422	0.64805	0.998232	13619	2	0.022299
ARMCX3	6	0.31835	0.52934	0.997916	11007	3	-0.03466	0.45422	0.64805	0.998232	13620	2	-0.03466
hsa-mir-3180-1	3	0.43515	0.51095	0.997916	13277	1	0.092096	0.45425	0.52599	0.998232	13621	1	0.092096
hsa-mir-5694	4	0.89097	0.89074	0.99876	19453	0	0.10358	0.45427	0.60178	0.998232	13622	2	0.10358
TBCC	6	0.037346	0.11725	0.995548	2447	3	-0.57048	0.45428	0.64808	0.998232	13623	1	-0.57048
SDR42E1	6	0.3735	0.59063	0.997916	12306	2	-0.033774	0.45431	0.64811	0.998232	13624	1	-0.033774
FBXO9	6	0.46024	0.64778	0.997916	13664	2	-0.12429	0.45448	0.64822	0.998232	13625	2	-0.12429
SCAMP3	6	0.2181	0.41297	0.997916	8666	3	-0.19732	0.45449	0.64822	0.998232	13626	1	-0.19732
hsa-mir-31	4	0.7485	0.76174	0.997916	17788	1	0.0045275	0.45449	0.60201	0.998232	13627	2	0.0045275
NonTargetingControlGuideForHuman_0135	2	0.79714	0.79678	0.997916	18272	0	0.10689	0.45456	0.46594	0.998232	13628	1	0.10689
DENND3	6	0.070842	0.18914	0.997916	3965	3	-0.3236	0.45473	0.64838	0.998232	13629	1	-0.3236
SLC35A5	6	0.1086	0.26404	0.997916	5532	2	-0.093019	0.45476	0.6484	0.998232	13630	1	-0.093019
SPINK14	6	0.1672	0.35176	0.997916	7364	2	0.082433	0.45485	0.64845	0.998232	13631	2	0.082433
SMARCD2	6	0.19669	0.38749	0.997916	8134	3	-0.06636	0.45503	0.64855	0.998232	13632	2	-0.06636
PQLC3	6	0.27785	0.48303	0.997916	10073	2	-0.016349	0.45511	0.64861	0.998232	13633	2	-0.016349
CELA2A	6	0.29955	0.50791	0.997916	10581	3	-0.13864	0.45513	0.64862	0.998232	13634	2	-0.13864
SS18L2	6	0.055289	0.15664	0.997916	3284	4	-0.31746	0.45515	0.64862	0.998232	13635	2	-0.31746
CXCR3	6	0.019397	0.07011	0.990781	1460	3	-0.092613	0.45521	0.64866	0.998232	13636	2	-0.092613
LRBA	6	0.33928	0.55285	0.997916	11538	3	-0.11857	0.45529	0.64871	0.998232	13637	2	-0.11857
LGALS9	6	0.11497	0.27612	0.997916	5788	3	-0.13555	0.45536	0.64875	0.998232	13638	1	-0.13555
ZNF329	5	0.76218	0.80196	0.997916	17906	1	0.095714	0.45538	0.61446	0.998232	13639	1	0.095714
FAM162A	6	0.59388	0.73802	0.997916	15643	2	0.058272	0.45545	0.64881	0.998232	13640	2	0.058272
ZZZ3	6	0.47681	0.65847	0.997916	13919	2	0.0071051	0.45555	0.64888	0.998232	13641	2	0.0071051
ING1	6	0.23305	0.43064	0.997916	9029	3	-0.10496	0.45557	0.6489	0.998232	13642	1	-0.10496
PARK2	6	0.68709	0.80691	0.997916	17128	2	0.076643	0.4556	0.64891	0.998232	13643	2	0.076643
